rank,Youtuber, subscribers , video views ,Country,Abbreviation,channel_type,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings
1,T-Series,"245,000,000","228,000,000,000",India,IN,Music,"$564,600 ","$9,000,000 ","$6,800,000 ","$108,400,000 "
2,YouTube Movies,"170,000,000","28,268,841,870",United States,US,Games,$0 ,$0 ,$0 ,$1 
3,MrBeast,"166,000,000","28,368,841,870",United States,US,Entertainment,"$337,000 ","$5,400,000 ","$4,000,000 ","$64,700,000 "
4,Cocomelon - Nursery Rhymes,"162,000,000","164,000,000,000",United States,US,Education,"$493,800 ","$7,900,000 ","$5,900,000 ","$94,800,000 "
5,SET India,"159,000,000","148,000,000,000",India,IN,Entertainment,"$455,900 ","$7,300,000 ","$5,500,000 ","$87,500,000 "
6,Music,"119,000,000","28,668,841,870",unknown,unknown,Music,$0 ,$0 ,$0 ,$0 
7,ýýý Kids Diana Show,"112,000,000","93,247,040,539",United States,US,Entertainment,"$182,900 ","$2,900,000 ","$2,200,000 ","$35,100,000 "
8,PewDiePie,"111,000,000","29,058,044,447",Japan,JP,Entertainment,"$9,800 ","$156,700 ","$117,600 ","$1,900,000 "
9,Like Nastya,"106,000,000","90,479,060,027",Russia,RU,People,"$12,200 ","$195,800 ","$146,800 ","$2,300,000 "
10,Vlad and Niki,"98,900,000","77,180,169,894",United States,US,Entertainment,"$145,100 ","$2,300,000 ","$1,700,000 ","$27,900,000 "
11,Zee Music Company,"96,700,000","57,856,289,381",India,IN,Music,"$200,900 ","$3,200,000 ","$2,400,000 ","$38,600,000 "
12,WWE,"96,000,000","77,428,473,662",United States,US,Sports,"$178,700 ","$2,900,000 ","$2,100,000 ","$34,300,000 "
13,Gaming,"93,600,000",unknown,unknown,unknown,Games,$0 ,$0 ,$0 ,$0 
14,BLACKPINK,"89,800,000","32,144,597,566",South Korea,KR,Music,"$124,700 ","$2,000,000 ","$1,500,000 ","$23,900,000 "
15,Goldmines,"86,900,000","24,118,230,580",unknown,unknown,Music,$0 ,$0 ,$0 ,$1 
16,Sony SAB,"83,000,000","101,000,000,000",India,IN,Entertainment,"$414,300 ","$6,600,000 ","$5,000,000 ","$79,600,000 "
17,5-Minute Crafts,"80,100,000","26,236,790,209",United Kingdom,GB,Entertainment,$0 ,$0 ,$0 ,$0 
18,BANGTANTV,"75,600,000","20,826,993,957",South Korea,KR,Music,"$42,100 ","$673,200 ","$504,900 ","$8,100,000 "
19,Sports,"75,000,000",unknown,United States,US,Entertainment,$0 ,$0 ,$0 ,$1 
20,Justin Bieber,"71,600,000","30,608,119,724",Canada,CA,Music,"$44,100 ","$705,300 ","$529,000 ","$8,500,000 "
21,HYBE LABELS,"71,300,000","28,634,566,938",South Korea,KR,Music,"$149,500 ","$2,400,000 ","$1,800,000 ","$28,700,000 "
22,Zee TV,"70,500,000","73,139,054,467",India,IN,Entertainment,"$426,800 ","$6,800,000 ","$5,100,000 ","$81,900,000 "
23,Pinkfong Baby Shark - Kids' Songs & Stories,"68,200,000","38,843,229,963",United States,US,Education,"$118,300 ","$1,900,000 ","$1,400,000 ","$22,700,000 "
24,Canal KondZilla,"66,500,000","36,775,585,925",Brazil,BR,Music,$0 ,$0 ,$0 ,$0 
25,ChuChu TV Nursery Rhymes & Kids Songs,"65,900,000","45,757,850,229",India,IN,Education,"$105,100 ","$1,700,000 ","$1,300,000 ","$20,200,000 "
26,Shemaroo Filmi Gaane,"65,600,000","28,648,024,439",India,IN,Music,"$63,700 ","$1,000,000 ","$764,900 ","$12,200,000 "
27,Colors TV,"64,600,000","61,510,906,457",India,IN,Entertainment,"$296,900 ","$4,800,000 ","$3,600,000 ","$57,000,000 "
28,T-Series Bhakti Sagar,"61,000,000","29,533,230,328",India,IN,Music,$0 ,$0 ,$0 ,$0 
29,Dude Perfect,"59,500,000","16,241,549,158",United States,US,Sports,"$35,300 ","$564,800 ","$423,600 ","$6,800,000 "
30,Movieclips,"59,500,000","59,316,472,754",United States,US,Film,"$28,700 ","$458,700 ","$344,000 ","$5,500,000 "
31,Tips Official,"59,300,000","33,431,802,698",India,IN,Music,"$105,700 ","$1,700,000 ","$1,300,000 ","$20,300,000 "
32,El Reino Infantil,"58,400,000","57,271,630,846",Argentina,AR,Music,"$153,000 ","$2,400,000 ","$1,800,000 ","$29,400,000 "
33,Wave Music,"58,000,000","40,602,020,243",India,IN,Music,"$58,000 ","$928,100 ","$696,100 ","$11,100,000 "
34,Aaj Tak,"57,600,000","25,307,753,534",India,IN,News,"$115,300 ","$1,800,000 ","$1,400,000 ","$22,100,000 "
35,Sony Music India,"57,200,000","28,837,144,516",India,IN,Music,"$64,800 ","$1,000,000 ","$777,900 ","$12,400,000 "
36,EminemMusic,"56,900,000","27,073,872,856",United States,US,Music,"$65,000 ","$1,000,000 ","$780,600 ","$12,500,000 "
37,Marshmello,"56,400,000","14,696,003,229",United States,US,Music,"$28,000 ","$448,400 ","$336,300 ","$5,400,000 "
38,YRF,"54,600,000","35,302,243,691",India,IN,Music,"$128,000 ","$2,000,000 ","$1,500,000 ","$24,600,000 "
39,LooLoo Kids - Nursery Rhymes and Children's Songs,"54,000,000","32,312,431,239",unknown,unknown,unknown,$0 ,$1 ,$0 ,$8 
40,Ed Sheeran,"53,500,000","30,367,676,736",United Kingdom,GB,Music,"$50,700 ","$810,900 ","$608,200 ","$9,700,000 "
41,Infobells - Hindi,"53,300,000","30,516,172,739",India,IN,Education,"$204,000 ","$3,300,000 ","$2,400,000 ","$39,200,000 "
42,Taylor Swift,"52,900,000","29,884,657,286",United States,US,Music,"$132,100 ","$2,100,000 ","$1,600,000 ","$25,400,000 "
43,Ariana Grande,"52,700,000","24,004,842,608",United States,US,Music,"$40,100 ","$640,900 ","$480,600 ","$7,700,000 "
44,BillionSurpriseToys  - Nursery Rhymes & Cartoons,"52,200,000","9,877,365,274",United States,US,Education,"$66,700 ","$1,100,000 ","$800,200 ","$12,800,000 "
45,JuegaGerman,"48,100,000","14,631,710,289",Chile,CL,Games,"$16,600 ","$265,600 ","$199,200 ","$3,200,000 "
46,Billie Eilish,"47,900,000","13,626,331,061",United States,US,Music,"$36,700 ","$587,400 ","$440,600 ","$7,000,000 "
47,Get Movies,"47,500,000","30,788,679,536",Russia,RU,Film,"$76,600 ","$1,200,000 ","$919,600 ","$14,700,000 "
48,Shemaroo,"47,400,000","22,519,705,183",India,IN,Entertainment,"$58,200 ","$931,000 ","$698,200 ","$11,200,000 "
49,Badabun,"46,800,000","19,398,045,702",unknown,unknown,Music,$0 ,$2 ,$1 ,$21 
50,SonyMusicIndiaVEVO,"46,600,000","27,286,058,807",United States,US,Music,"$78,600 ","$1,300,000 ","$943,500 ","$15,100,000 "
51,A4,"46,300,000","22,936,630,813",Cuba,CU,People,$0 ,$0 ,$0 ,$5 
52,Bad Bunny,"46,100,000","30,686,342,319",unknown,unknown,Sports,$0 ,$0 ,$0 ,$0 
53,Ferunknownfloo,"46,100,000","10,323,391,593",El Salvador,SV,Games,"$8,500 ","$135,400 ","$101,500 ","$1,600,000 "
54,Voot Kids,"45,500,000","21,388,725,229",India,IN,Entertainment,"$58,500 ","$936,000 ","$702,000 ","$11,200,000 "
55,Felipe Neto,"45,200,000","16,602,198,273",Brazil,BR,Entertainment,"$32,600 ","$521,400 ","$391,100 ","$6,300,000 "
56,Vocï¿½ï¿½ï¿½,"44,700,000","7,828,610,828",Brazil,BR,Entertainment,"$12,000 ","$192,100 ","$144,100 ","$2,300,000 "
57,HAR PAL GEO,"44,600,000","41,139,050,371",Pakistan,PK,Entertainment,"$334,300 ","$5,300,000 ","$4,000,000 ","$64,200,000 "
58,BRIGHT SIDE,"44,500,000","10,708,531,817",unknown,unknown,unknown,$0 ,$0 ,$0 ,$0 
59,Katy Perry,"44,200,000","25,458,952,022",United States,US,Music,"$33,600 ","$537,000 ","$402,700 ","$6,400,000 "
60,whinderssonnunes,"44,200,000","4,274,709,210",Brazil,BR,Comedy,"$6,700 ","$106,700 ","$80,100 ","$1,300,000 "
61,ABS-CBN Entertainment,"44,200,000","50,292,540,392",Philippines,PH,Entertainment,"$44,200 ","$706,500 ","$529,900 ","$8,500,000 "
62,Alan Walker,"43,700,000","12,884,264,778",Thailand,TH,Film,$0 ,$0 ,$0 ,$1 
63,HolaSoyGerman.,"43,600,000","4,831,311,245",unknown,unknown,People,$0 ,$0 ,$0 ,$0 
64,Shakira,"43,500,000","27,568,757,295",Colombia,CO,Howto,"$88,400 ","$1,400,000 ","$1,100,000 ","$17,000,000 "
65,ýýýýýýýý ýý ýýýýýýýýýýýýýý,"43,200,000","36,458,726,976",Russia,RU,Education,"$75,900 ","$1,200,000 ","$911,300 ","$14,600,000 "
66,ARY Digital HD,"43,200,000","37,939,780,685",Pakistan,PK,Entertainment,"$287,300 ","$4,600,000 ","$3,400,000 ","$55,200,000 "
67,Speed Records,"42,500,000","26,820,902,622",India,IN,Music,"$39,900 ","$639,000 ","$479,300 ","$7,700,000 "
68,Masha and The Bear,"42,400,000","24,519,022,988",United States,US,Film,"$167,600 ","$2,700,000 ","$2,000,000 ","$32,200,000 "
69,Like Nastya Show,"42,400,000","19,547,696,190",United States,US,Entertainment,"$13,300 ","$212,800 ","$159,600 ","$2,600,000 "
70,Rihanna,"41,900,000","22,477,745,835",Barbados,BB,Music,"$45,700 ","$731,700 ","$548,800 ","$8,800,000 "
71,Ishtar Music,"41,400,000","17,608,931,161",India,IN,Music,"$45,200 ","$723,800 ","$542,800 ","$8,700,000 "
72,Kimberly Loaiza,"41,300,000","5,603,111,948",Mexico,MX,People,"$34,200 ","$547,000 ","$410,200 ","$6,600,000 "
73,Little Baby Bum - Nursery Rhymes & Kids Songs,"40,900,000","39,450,824,833",United States,US,Education,"$24,700 ","$395,100 ","$296,300 ","$4,700,000 "
74,Luisito Comunica,"40,600,000","8,670,473,639",Mexico,MX,Comedy,$0 ,$0 ,$0 ,$0 
75,elrubiusOMG,"40,400,000","7,410,536,668",unknown,unknown,Entertainment,"$1,400 ","$23,100 ","$17,300 ","$277,100 "
76,Toys and Colors,"40,300,000","47,005,053,156",unknown,unknown,People,$0 ,$0 ,$0 ,$0 
77,shfa2 - ï¿½ï¿½,"39,700,000","23,884,824,160",United Arab Emirates,AE,People,"$61,900 ","$990,900 ","$743,200 ","$11,900,000 "
78,LUCCAS NETO - LUCCAS TOON,"39,400,000","22,302,547,082",unknown,unknown,Games,$0 ,$0 ,$0 ,$0 
79,CarryMinati,"39,200,000","3,294,013,141",India,IN,Comedy,"$19,700 ","$314,800 ","$236,100 ","$3,800,000 "
80,XXXTENTACION,"39,200,000","10,507,474,316",United States,US,Music,"$14,600 ","$233,400 ","$175,100 ","$2,800,000 "
81,Super Simple Songs - Kids Songs,"39,200,000","44,900,897,958",Canada,CA,Education,"$140,200 ","$2,200,000 ","$1,700,000 ","$26,900,000 "
82,Mikecrack,"39,100,000","16,118,181,673",Spain,ES,Games,"$66,000 ","$1,100,000 ","$792,300 ","$12,700,000 "
83,WorkpointOfficial,"39,000,000","36,131,228,583",Thailand,TH,Entertainment,"$32,600 ","$521,800 ","$391,400 ","$6,300,000 "
84,GR6 EXPLODE,"38,900,000","25,154,232,306",Brazil,BR,Music,"$408,700 ","$6,500,000 ","$4,900,000 ","$78,500,000 "
85,TEDx Talks,"38,600,000","7,339,333,120",United States,US,Nonprofit,"$11,400 ","$182,600 ","$136,900 ","$2,200,000 "
86,shfa,"38,400,000","21,528,116,909",Saudi Arabia,SA,Games,$397 ,"$6,400 ","$4,800 ","$76,300 "
87,Goldmines Gaane Sune Ansune,"38,300,000","16,718,192,386",India,IN,Music,"$203,700 ","$3,300,000 ","$2,400,000 ","$39,100,000 "
88,One Direction,"38,200,000","13,598,903,820",United States,US,Music,$2 ,$25 ,$19 ,$305 
89,TheEllenShow,"38,200,000","22,756,581,750",United States,US,Entertainment,"$5,500 ","$87,200 ","$65,400 ","$1,000,000 "
90,Sony PAL,"38,200,000","28,519,339,489",India,IN,Entertainment,"$104,000 ","$1,700,000 ","$1,200,000 ","$20,000,000 "
91,Daddy Yankee,"38,000,000","22,731,415,608",United States,US,Music,"$51,400 ","$822,400 ","$616,800 ","$9,900,000 "
92,Vlad vï¿½ï¿½ï,"37,900,000","23,510,152,352",United States,US,Entertainment,"$61,000 ","$976,400 ","$732,300 ","$11,700,000 "
93,Like Nastya ESP,"37,600,000","18,208,196,857",United States,US,Entertainment,"$80,300 ","$1,300,000 ","$963,100 ","$15,400,000 "
94,ýýýýýýýýýýýý one31,"37,500,000","27,262,462,114",Thailand,TH,Entertainment,"$35,200 ","$563,000 ","$422,300 ","$6,800,000 "
95,Jkk Entertainment,"37,200,000","16,402,066,717",India,IN,Comedy,"$12,500 ","$199,400 ","$149,600 ","$2,400,000 "
96,ABP NEWS,"37,000,000","13,102,611,515",India,IN,News,"$66,800 ","$1,100,000 ","$801,200 ","$12,800,000 "
97,Maria Clara & JP,"37,000,000","24,188,861,917",Brazil,BR,Entertainment,"$62,900 ","$1,000,000 ","$754,300 ","$12,100,000 "
98,Bruno Mars,"36,700,000","19,378,155,425",United States,US,Music,"$43,800 ","$701,000 ","$525,700 ","$8,400,000 "
99,Maroon 5,"36,600,000","22,553,923,546",United States,US,Music,"$38,200 ","$611,300 ","$458,500 ","$7,300,000 "
100,Ultra Bollywood,"36,600,000","15,653,786,446",India,IN,Entertainment,$0 ,$0 ,$0 ,$0 
101,PowerKids TV,"36,500,000","18,961,241,905",unknown,unknown,Film,"$79,700 ","$1,300,000 ","$956,100 ","$15,300,000 "
102,YouTube,"36,300,000","3,010,784,935",United States,US,Entertainment,"$5,300 ","$84,400 ","$63,300 ","$1,000,000 "
103,News,"36,300,000",unknown,unknown,unknown,unknown,$0 ,$0 ,$0 ,$0 
104,Ozuna,"36,200,000","23,355,801,606",unknown,unknown,Music,"$42,300 ","$677,000 ","$507,700 ","$8,100,000 "
105,MrBeast Gaming,"36,100,000","6,331,332,547",unknown,unknown,Comedy,$0 ,$0 ,$0 ,$2 
106,La Granja de Zenï¿½,"35,700,000","27,118,354,077",Argentina,AR,Music,"$75,500 ","$1,200,000 ","$906,200 ","$14,500,000 "
107,Saregama Music,"35,500,000","15,657,673,422",India,IN,Music,"$133,400 ","$2,100,000 ","$1,600,000 ","$25,600,000 "
108,IndiaTV,"35,500,000","16,105,023,749",India,IN,News,"$72,700 ","$1,200,000 ","$872,500 ","$14,000,000 "
109,T-Series Bollywood Classics,"35,400,000","22,637,783,517",India,IN,Music,"$82,900 ","$1,300,000 ","$994,400 ","$15,900,000 "
110,Total Gaming,"35,400,000","5,556,364,230",unknown,unknown,Autos,$0 ,$0 ,$0 ,$3 
111,Markiplier,"35,200,000","20,297,931,219",United States,US,Games,"$31,800 ","$509,300 ","$382,000 ","$6,100,000 "
112,Ryan's World,"35,200,000","55,299,840,198",United States,US,Entertainment,"$59,700 ","$954,500 ","$715,800 ","$11,500,000 "
113,Genevieve's Playhouse - Learning Videos for Kids,"34,900,000","25,607,397,308",United States,US,Film,"$83,800 ","$1,300,000 ","$1,000,000 ","$16,100,000 "
114,T-Series Apna Punjab,"34,600,000","21,306,315,429",unknown,unknown,News,$0 ,$0 ,$0 ,$0 
115,Techno Gamerz,"34,400,000","9,690,499,664",unknown,unknown,Games,$0 ,$0 ,$0 ,$4 
116,Geet MP3,"34,300,000","12,746,535,822",India,IN,Music,"$25,300 ","$405,400 ","$304,100 ","$4,900,000 "
117,J Balvin,"34,100,000","23,005,313,609",Colombia,CO,Music,"$32,200 ","$514,800 ","$386,100 ","$6,200,000 "
118,Jess No Limit,"34,000,000","3,963,007,415",Indonesia,ID,Entertainment,"$136,800 ","$2,200,000 ","$1,600,000 ","$26,300,000 "
119,Jingle Toons,"34,000,000","11,351,015,824",India,IN,Film,"$45,000 ","$719,600 ","$539,700 ","$8,600,000 "
120,VEGETTA777,"33,800,000","15,432,929,204",Spain,ES,Games,"$9,800 ","$156,400 ","$117,300 ","$1,900,000 "
121,Galinha Pintadinha,"33,800,000","27,274,550,757",Brazil,BR,Film,"$100,900 ","$1,600,000 ","$1,200,000 ","$19,400,000 "
122,SSSniperWolf,"33,700,000","23,492,684,419",United States,US,Entertainment,"$52,700 ","$843,800 ","$632,900 ","$10,100,000 "
123,Desi Music Factory,"33,700,000","10,189,027,455",unknown,unknown,Music,$0 ,$0 ,$0 ,$0 
124,Selena Gomez,"33,600,000","13,013,567,335",United States,US,Music,"$28,900 ","$463,200 ","$347,400 ","$5,600,000 "
125,Rajshri,"33,500,000","14,864,294,792",India,IN,Entertainment,"$68,100 ","$1,100,000 ","$816,800 ","$13,100,000 "
126,Ch3Thailand,"33,500,000","29,611,914,495",Thailand,TH,Entertainment,$0 ,$0 ,$0 ,$0 
127,KHANDESHI MOVIES,"33,500,000","11,405,809,704",India,IN,Comedy,"$6,200 ","$98,900 ","$74,200 ","$1,200,000 "
128,NoCopyrightSounds,"33,400,000","10,530,729,078",United Kingdom,GB,Music,"$13,900 ","$222,600 ","$167,000 ","$2,700,000 "
129,CVS 3D Rhymes & Kids Songs,"33,400,000","20,269,857,567",India,IN,Education,"$34,000 ","$544,300 ","$408,300 ","$6,500,000 "
130,Ricis Official,"33,300,000","5,994,136,760",Indonesia,ID,Entertainment,"$39,300 ","$628,400 ","$471,300 ","$7,500,000 "
131,BabyBus - Kids Songs and Cartoons,"32,800,000","26,355,088,167",United States,US,Education,"$31,900 ","$510,000 ","$382,500 ","$6,100,000 "
132,Eros Now Music,"32,700,000","17,853,798,780",India,IN,Entertainment,"$5,100 ","$81,100 ","$60,800 ","$972,600 "
133,BETER Bï¿½ï¿½,"32,700,000","19,180,039,918",Turkey,TR,Games,"$365,900 ","$5,900,000 ","$4,400,000 ","$70,200,000 "
134,DisneyMusicVEVO,"32,700,000","28,516,250,629",United States,US,Music,"$82,500 ","$1,300,000 ","$989,600 ","$15,800,000 "
135,The Weeknd,"32,600,000","23,379,969,006",Canada,CA,Music,"$93,500 ","$1,500,000 ","$1,100,000 ","$17,900,000 "
136,WowKidz,"32,200,000","16,613,441,479",unknown,unknown,Entertainment,$0 ,$0 ,$0 ,$0 
137,KAROL G,"32,100,000","18,699,145,555",Colombia,CO,Music,"$116,400 ","$1,900,000 ","$1,400,000 ","$22,400,000 "
138,Mr Bean,"32,100,000","10,602,236,110",United Kingdom,GB,Comedy,"$14,100 ","$226,100 ","$169,600 ","$2,700,000 "
139,rezendeevil,"32,100,000","13,061,739,758",Brazil,BR,Entertainment,"$11,100 ","$178,000 ","$133,500 ","$2,100,000 "
140,StarPlus,"32,000,000","26,800,674,545",India,IN,Entertainment,"$416,800 ","$6,700,000 ","$5,000,000 ","$80,000,000 "
141,SMTOWN,"31,900,000","27,330,239,663",unknown,unknown,Music,"$58,400 ","$933,600 ","$700,200 ","$11,200,000 "
142,GMA  Network,"31,900,000","19,428,308,461",Philippines,PH,Entertainment,"$199,600 ","$3,200,000 ","$2,400,000 ","$38,300,000 "
143,GENIAL,"31,800,000","6,762,424,690",Mexico,MX,Howto,"$7,900 ","$125,800 ","$94,400 ","$1,500,000 "
144,MR. INDIAN HACKER,"31,700,000","5,711,208,484",India,IN,Tech,"$27,300 ","$436,500 ","$327,400 ","$5,200,000 "
145,Worldwide Records Bhojpuri,"31,700,000","16,476,978,876",India,IN,Music,"$28,200 ","$450,600 ","$337,900 ","$5,400,000 "
146,DONA ï¿½ï¿½,"31,700,000","21,031,745,531",United States,US,Entertainment,"$38,300 ","$613,100 ","$459,800 ","$7,400,000 "
147,Dream,"31,700,000","2,930,015,381",United States,US,Games,"$6,800 ","$108,100 ","$81,100 ","$1,300,000 "
148,Lucas and Marcus,"31,600,000","11,615,848,291",United States,US,Entertainment,"$78,000 ","$1,200,000 ","$936,300 ","$15,000,000 "
149,JustinBieberVEVO,"31,600,000","26,583,873,105",United States,US,Music,"$26,300 ","$420,500 ","$315,400 ","$5,000,000 "
150,Luis Fonsi,"31,400,000","15,176,762,479",unknown,unknown,unknown,$0 ,$0 ,$0 ,$0 
151,Peppa Pig - Official Channel,"31,400,000","22,919,271,731",United Kingdom,GB,Education,"$61,200 ","$979,700 ","$734,800 ","$11,800,000 "
152,YOLO AVENTURAS,"31,200,000","9,673,649,438",Venezuela,VE,Comedy,$1 ,$14 ,$11 ,$172 
153,The Tonight Show Starring Jimmy Fallon,"31,200,000","17,111,726,160",United States,US,Comedy,$0 ,$0 ,$0 ,$0 
154,TheDonato,"31,200,000","6,187,804,950",Argentina,AR,Games,"$47,700 ","$762,700 ","$572,000 ","$9,200,000 "
155,ImagineDragons,"30,700,000","16,793,072,362",United States,US,Music,"$47,200 ","$755,300 ","$566,500 ","$9,100,000 "
156,Diana and Roma ESP,"30,700,000","12,355,992,466",United States,US,Entertainment,"$25,700 ","$412,000 ","$309,000 ","$4,900,000 "
157,Round2hell,"30,700,000","3,145,161,634",India,IN,Entertainment,"$8,000 ","$127,300 ","$95,500 ","$1,500,000 "
158,Zee News,"30,500,000","16,709,857,823",India,IN,News,"$115,400 ","$1,800,000 ","$1,400,000 ","$22,200,000 "
159,AboFlah,"30,500,000","4,521,573,939",Kuwait,KW,Entertainment,"$39,500 ","$631,600 ","$473,700 ","$7,600,000 "
160,AH,"30,400,000","4,332,274,962",Indonesia,ID,Entertainment,"$5,400 ","$85,800 ","$64,300 ","$1,000,000 "
161,Trap Nation,"30,400,000","14,037,426,379",United States,US,Music,"$11,500 ","$183,300 ","$137,500 ","$2,200,000 "
162,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,"30,400,000","17,999,961,915",United States,US,Entertainment,"$30,700 ","$491,700 ","$368,800 ","$5,900,000 "
163,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"30,300,000","13,546,549,817",United States,US,Entertainment,"$5,700 ","$90,900 ","$68,200 ","$1,100,000 "
164,Adele,"30,200,000","14,199,108,016",United Kingdom,GB,Music,"$34,300 ","$548,400 ","$411,300 ","$6,600,000 "
165,Talking Tom,"30,200,000","15,199,330,166",United States,US,Entertainment,$0 ,$0 ,$0 ,$0 
166,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,"30,200,000","27,684,955,537",Jordan,JO,Music,"$29,100 ","$465,700 ","$349,300 ","$5,600,000 "
167,Frost Diamond,"30,100,000","7,277,493,940",unknown,unknown,unknown,$0 ,$0 ,$0 ,$0 
168,Spinnin' Records,"30,100,000","19,607,009,165",Netherlands,NL,Music,"$25,000 ","$400,200 ","$300,100 ","$4,800,000 "
169,Little Angel: Nursery Rhymes & Kids Songs,"30,100,000","22,593,193,994",United States,US,Education,"$26,900 ","$430,100 ","$322,600 ","$5,200,000 "
170,jacksepticeye,"30,100,000","16,246,625,836",unknown,unknown,Games,"$10,100 ","$161,700 ","$121,300 ","$1,900,000 "
171,Shawn Mendes,"30,000,000","12,831,200,855",Canada,CA,Music,"$22,200 ","$355,000 ","$266,200 ","$4,300,000 "
172,ashish chanchlani vines,"29,800,000","4,457,913,639",India,IN,Comedy,"$6,500 ","$104,700 ","$78,500 ","$1,300,000 "
173,Ultra Records,"29,600,000","17,208,027,242",United States,US,Music,"$20,500 ","$327,500 ","$245,700 ","$3,900,000 "
174,Popular on YouTube,"29,300,000",unknown,unknown,unknown,Education,$0 ,$0 ,$0 ,$0 
175,Maluma,"29,300,000","21,226,945,136",Argentina,AR,People,$0 ,$0 ,$0 ,$1 
176,Zhong,"29,200,000","14,727,238,483",United States,US,Entertainment,$0 ,$0 ,$0 ,$0 
177,Enaldinho,"29,200,000","11,627,437,847",Brazil,BR,Games,"$75,800 ","$1,200,000 ","$909,300 ","$14,500,000 "
178,AuronPlay,"29,200,000","4,079,141,673",Spain,ES,Comedy,"$3,000 ","$48,600 ","$36,400 ","$582,900 "
179,Shorts Break,"29,000,000","19,466,238,065",unknown,unknown,unknown,$15 ,$243 ,$182 ,"$2,900 "
180,infobells - Tamil,"28,900,000","17,930,570,614",India,IN,Education,"$27,500 ","$439,300 ","$329,500 ","$5,300,000 "
181,Aditya Music India,"28,500,000","25,857,994,495",unknown,unknown,Music,$0 ,$0 ,$0 ,$0 
182,The Late Late Show with James Corden,"28,400,000","9,956,764,048",United States,US,Entertainment,"$6,600 ","$105,700 ","$79,300 ","$1,300,000 "
183,Aditya Movies,"28,400,000","10,062,770,060",India,IN,Film,"$56,800 ","$909,400 ","$682,100 ","$10,900,000 "
184,Masha y el Oso,"28,300,000","13,577,142,726",unknown,unknown,unknown,$0 ,$0 ,$0 ,$0 
185,infobells - Telugu,"28,300,000","14,814,192,034",India,IN,Education,"$72,000 ","$1,200,000 ","$864,300 ","$13,800,000 "
186,HUM TV,"28,300,000","23,844,936,965",Pakistan,PK,Entertainment,"$171,200 ","$2,700,000 ","$2,100,000 ","$32,900,000 "
187,Shemaroo Movies,"28,200,000","7,600,740,993",India,IN,Film,"$46,200 ","$739,900 ","$554,900 ","$8,900,000 "
188,Michael Jackson,"28,200,000","14,412,474,625",United States,US,Music,"$39,600 ","$634,400 ","$475,800 ","$7,600,000 "
189,Drake,"28,100,000","15,318,895,118",unknown,unknown,Film,$0 ,$0 ,$0 ,$1 
